is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,meal_Undefined,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,deposit_type_Non Refund,deposit_type_Refundable,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined
0,32,2017,April,15,14,1,2,2,0,0,PRT,Direct,1,0,1,D,D,0,250.0,0.0,0,104.5,1,2,Check-Out,2017-04-17,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,39,2015,August,35,26,2,5,2,0,0,ESP,TA/TO,0,0,0,A,A,0,142.0,0.0,0,133.43,0,0,Check-Out,2015-09-02,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,67,2015,August,35,23,4,6,3,0,0,PRT,Direct,0,0,0,D,D,0,0.0,0.0,0,146.95,0,2,Check-Out,2015-09-02,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,13,2015,August,36,30,2,1,2,0,0,USA,TA/TO,0,0,0,F,G,0,36.0,0.0,0,120.79,1,0,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,29,2015,August,35,29,2,2,2,0,0,POL,TA/TO,0,0,0,E,E,1,240.0,0.0,0,165.75,1,2,Check-Out,2015-09-02,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,29,2015,August,35,29,2,2,2,0,0,POL,TA/TO,0,0,0,E,E,0,240.0,0.0,0,165.75,0,2,Check-Out,2015-09-02,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1,2015,August,35,29,2,2,2,0,0,ESP,Direct,0,0,0,C,C,0,250.0,0.0,0,143.25,1,0,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,211,2015,August,35,26,2,5,2,0,0,IRL,TA/TO,0,0,0,A,A,0,240.0,0.0,0,126.57,0,1,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,90,2015,August,36,30,2,1,2,0,0,PRT,TA/TO,0,0,0,E,E,1,240.0,0.0,0,132.33,0,1,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1,2015,August,35,29,2,2,2,1,0,PRT,Direct,0,0,0,D,D,0,0.0,0.0,0,134.0,1,3,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,35,2015,August,35,29,2,2,2,0,0,ROU,TA/TO,0,0,0,A,D,0,240.0,0.0,0,96.3,0,2,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,67,2015,August,35,23,4,6,2,0,0,PRT,Direct,0,0,0,A,A,0,0.0,0.0,0,137.65,0,1,Check-Out,2015-09-02,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,236,2015,August,35,28,2,3,2,0,0,PRT,TA/TO,0,0,0,A,A,0,240.0,0.0,0,123.6,0,1,Check-Out,2015-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,38,2015,August,35,25,2,6,2,1,0,PRT,TA/TO,0,0,0,A,A,2,5.0,0.0,0,142.7,0,1,Check-Out,2015-09-02,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,200,2015,September,37,7,3,7,2,0,0,PRT,TA/TO,0,1,0,A,A,0,156.0,0.0,0,55.68,0,1,Canceled,2015-09-02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,200,2015,September,37,7,3,7,1,0,0,PRT,TA/TO,0,1,0,A,A,0,156.0,0.0,0,49.3,0,1,Canceled,2015-09-02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,247,2015,October,41,9,1,2,2,0,0,ESP,TA/TO,0,1,0,A,A,0,68.0,0.0,0,81.0,0,0,Canceled,2015-09-02,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1,247,2015,October,41,9,1,2,1,0,0,ESP,TA/TO,0,1,0,A,A,0,68.0,0.0,0,19.0,0,0,Canceled,2015-09-02,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,57,2015,August,35,27,2,5,2,0,0,IRL,TA/TO,0,0,0,A,A,0,171.0,0.0,0,90.38,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,110,2017,June,24,15,2,7,2,0,0,IRL,TA/TO,1,0,1,C,C,1,240.0,0.0,0,160.0,0,0,Check-Out,2017-06-24,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,26,2015,August,35,29,2,3,2,0,0,GBR,TA/TO,0,0,0,A,A,0,156.0,0.0,0,85.88,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,44,2015,August,35,27,2,5,2,0,0,IRL,TA/TO,0,0,0,E,E,0,156.0,0.0,0,92.63,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,31,2015,August,35,29,2,3,2,0,0,IRL,TA/TO,0,0,0,A,D,0,240.0,0.0,0,105.2,0,1,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,177,2015,August,34,20,4,10,2,0,0,GBR,TA/TO,0,0,0,A,A,0,243.0,0.0,0,55.68,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,139,2015,August,34,20,4,10,2,0,0,GBR,TA/TO,0,0,0,A,A,0,243.0,0.0,0,55.68,0,2,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,101,2015,August,35,27,2,5,2,0,0,GBR,TA/TO,0,0,0,A,A,0,40.0,0.0,0,65.5,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,23,2015,August,35,23,4,7,3,0,0,RUS,TA/TO,0,0,0,F,F,0,242.0,0.0,0,218.3,0,1,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,78,2015,August,35,25,2,7,2,0,0,PRT,TA/TO,0,0,0,D,D,0,196.0,0.0,0,105.5,0,1,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,65,2015,August,35,29,2,3,2,0,0,PRT,Direct,0,0,0,A,D,0,0.0,0.0,0,93.4,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,26,2015,September,36,1,0,2,2,0,0,FRA,TA/TO,0,0,0,D,D,0,240.0,0.0,0,146.0,0,2,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,94,2015,August,35,29,2,3,1,0,0,PRT,Direct,0,0,0,A,A,1,0.0,0.0,0,106.21,0,1,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,94,2015,August,35,29,2,3,2,0,0,PRT,Direct,0,0,0,A,A,1,0.0,0.0,0,123.12,0,1,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,6,2015,August,36,31,1,2,2,1,0,PRT,TA/TO,0,0,0,C,C,1,241.0,0.0,0,138.6,0,2,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,19,2015,September,36,1,0,2,2,0,0,ESP,Direct,0,0,0,E,F,0,0.0,0.0,0,176.0,1,3,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,28,2015,August,35,29,2,3,2,0,1,PRT,Direct,0,0,0,A,D,0,250.0,0.0,0,131.4,1,1,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,38,2015,August,35,27,2,5,2,0,0,IRL,Direct,0,0,0,D,D,0,250.0,0.0,0,145.0,0,1,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,40,2015,August,35,29,2,3,2,0,0,ITA,Direct,0,0,0,A,D,0,250.0,0.0,0,142.0,0,1,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,23,2015,August,35,29,2,3,2,0,0,IRL,TA/TO,0,0,0,A,D,0,171.0,0.0,0,110.58,0,0,Check-Out,2015-09-03,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,196,2015,September,36,3,0,3,2,0,0,PRT,TA/TO,0,0,0,A,D,0,156.0,0.0,0,77.78,0,0,Check-Out,2015-09-06,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,31,2015,September,37,6,1,0,2,0,0,PRT,TA/TO,0,0,1,D,D,1,175.0,0.0,0,116.4,0,0,Check-Out,2015-09-07,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,70,2015,August,36,31,1,2,2,0,0,PRT,TA/TO,0,0,0,A,A,0,240.0,0.0,0,98.33,1,0,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,17,2015,August,36,30,2,2,2,0,0,POL,TA/TO,0,0,0,E,F,0,240.0,0.0,0,150.5,0,3,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,2015,September,36,2,0,1,2,1,0,ESP,TA/TO,0,0,0,D,E,0,240.0,0.0,0,161.0,1,0,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,134,2015,August,35,29,2,3,2,0,0,PRT,TA/TO,0,0,0,E,E,0,240.0,0.0,0,140.0,0,2,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,64,2015,August,36,30,2,2,2,1,0,PRT,TA/TO,0,0,0,A,A,2,240.0,0.0,0,103.2,0,2,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,18,2015,August,35,29,2,3,2,0,0,PRT,TA/TO,0,0,0,A,C,0,196.0,0.0,0,143.4,0,1,Check-Out,2015-09-03,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,41,2015,September,36,1,0,2,2,0,0,ESP,TA/TO,0,0,0,A,A,0,171.0,0.0,0,65.5,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,23,2015,August,35,29,2,3,2,1,0,IRL,TA/TO,0,0,0,A,C,1,156.0,0.0,0,77.79,0,0,Check-Out,2015-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,51,2015,August,35,27,2,5,2,0,0,PRT,TA/TO,0,0,0,D,D,0,15.0,0.0,0,160.57,1,2,Check-Out,2015-09-03,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,216,2015,October,41,5,2,5,2,0,0,PRT,TA/TO,0,1,0,E,E,0,171.0,0.0,0,57.6,0,0,Canceled,2015-09-03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,57,2015,August,35,29,2,4,2,0,0,IRL,TA/TO,0,0,0,D,D,0,171.0,0.0,0,101.25,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,34,2015,August,36,31,1,3,2,0,0,BRA,TA/TO,0,0,0,E,F,0,242.0,0.0,0,124.25,0,1,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,55,2015,August,36,30,2,3,2,0,0,ESP,TA/TO,0,0,0,A,A,0,240.0,0.0,0,119.0,0,1,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,29,2015,August,35,29,2,4,2,0,0,GBR,TA/TO,0,0,0,D,D,0,142.0,0.0,0,97.2,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,61,2015,August,34,18,4,13,2,0,0,ARG,TA/TO,0,0,0,E,E,0,66.0,0.0,0,102.0,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,68,2015,August,36,30,2,3,2,1,0,ESP,TA/TO,0,0,0,A,A,0,171.0,0.0,0,135.13,1,0,Check-Out,2015-09-04,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,219,2015,September,36,3,0,1,2,0,0,NLD,TA/TO,0,0,0,A,D,0,240.0,0.0,0,110.7,0,2,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,220,2015,September,36,4,0,2,2,0,0,NLD,TA/TO,0,0,0,D,D,0,240.0,0.0,0,141.0,0,2,Check-Out,2015-09-06,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,36,2015,September,36,2,0,2,2,0,0,PRT,TA/TO,0,0,0,E,E,0,240.0,0.0,0,123.0,1,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,210,2015,August,35,26,2,7,2,0,0,IRL,TA/TO,0,0,0,E,E,0,175.0,0.0,0,87.75,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,305,2017,August,34,26,4,7,2,0,0,IRL,TA/TO,1,0,0,D,D,0,240.0,0.0,0,158.6,0,3,Check-Out,2017-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,74,2015,August,36,30,2,3,3,0,0,IRL,Direct,0,0,0,E,E,1,0.0,0.0,0,161.8,0,3,Check-Out,2015-09-04,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,37,2015,September,36,2,0,2,3,0,0,USA,TA/TO,0,0,0,G,G,3,241.0,0.0,0,117.81,1,1,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,218,2015,September,36,2,0,2,2,0,0,IRL,TA/TO,0,0,0,A,D,0,240.0,0.0,0,123.0,0,1,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,37,2015,August,35,29,2,4,3,0,0,PRT,TA/TO,0,0,0,H,H,0,240.0,0.0,0,186.5,1,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,104,2017,June,26,26,1,5,2,0,0,PRT,TA/TO,1,0,0,E,F,0,240.0,0.0,0,140.0,1,1,Check-Out,2017-07-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,27,2015,August,36,30,2,3,2,0,0,PRT,TA/TO,0,0,0,E,E,0,134.0,0.0,0,123.5,1,0,Check-Out,2015-09-04,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,74,2015,August,35,26,2,7,2,0,0,GBR,TA/TO,0,0,0,D,D,0,240.0,0.0,0,134.0,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,23,2015,August,35,28,2,5,2,0,0,IRL,TA/TO,0,0,0,A,A,0,240.0,0.0,0,122.43,0,1,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,10,2015,August,36,30,2,3,2,0,0,PRT,Direct,0,0,0,D,D,0,250.0,0.0,0,121.8,0,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,33,2015,August,35,29,2,4,2,0,0,PRT,TA/TO,0,0,0,E,E,0,240.0,0.0,0,131.5,1,2,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,33,2015,August,36,31,1,3,2,0,0,PRT,Direct,0,0,0,G,G,0,0.0,0.0,0,167.25,1,0,Check-Out,2015-09-04,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,74,2015,August,36,30,2,3,3,0,0,IRL,Direct,0,0,0,E,E,0,0.0,0.0,0,161.8,0,2,Check-Out,2015-09-04,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,52,2015,August,35,29,2,5,2,0,0,GBR,TA/TO,0,0,0,A,A,0,142.0,0.0,0,98.29,0,0,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,185,2015,August,35,29,2,5,2,0,0,FRA,TA/TO,0,0,0,A,A,0,29.0,0.0,0,82.35,0,0,Check-Out,2015-09-05,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,101,2015,August,35,29,2,5,2,0,0,PRT,Direct,0,0,0,E,E,2,250.0,0.0,0,135.14,0,1,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,36,2015,August,34,22,4,10,2,0,0,FRA,TA/TO,0,0,0,F,E,0,241.0,0.0,0,187.33,0,1,Check-Out,2015-09-05,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,68,2015,August,36,30,2,4,2,0,0,PRT,Direct,0,0,0,D,D,0,250.0,0.0,0,115.0,1,1,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,68,2015,August,36,30,2,4,2,0,0,PRT,Direct,0,0,0,D,D,0,250.0,0.0,0,115.0,0,1,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,232,2015,August,34,22,4,10,2,0,0,IRL,TA/TO,0,0,0,D,D,0,156.0,0.0,0,67.58,0,1,Check-Out,2015-09-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,55,2015,September,36,1,0,4,2,0,0,ESP,TA/TO,0,0,0,A,A,0,240.0,0.0,0,103.05,1,1,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,4,2015,September,36,2,0,3,2,1,0,PRT,TA/TO,0,0,0,D,D,1,240.0,0.0,0,161.0,1,0,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,47,2015,August,36,30,2,4,2,0,1,GBR,TA/TO,0,0,0,D,D,0,241.0,0.0,0,100.7,1,1,Check-Out,2015-09-05,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,71,2015,August,36,30,2,4,2,0,0,PRT,Direct,0,0,0,E,E,0,250.0,0.0,0,157.67,1,0,Check-Out,2015-09-05,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,142,2015,September,36,2,0,3,2,2,0,PRT,TA/TO,0,0,0,G,G,1,240.0,0.0,0,197.0,1,2,Check-Out,2015-09-05,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,199,2015,September,36,3,0,3,2,0,0,AUT,TA/TO,0,0,0,D,D,0,240.0,0.0,0,141.0,1,2,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,199,2015,September,36,3,0,3,2,0,0,AUT,TA/TO,0,0,0,D,D,0,240.0,0.0,0,141.0,0,2,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,17,2017,January,5,29,2,1,1,0,0,ITA,Direct,1,0,1,A,A,0,240.0,268.0,0,49.67,0,1,Check-Out,2017-02-01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,289,2015,September,36,3,0,3,2,0,0,IRL,TA/TO,0,0,0,A,A,0,240.0,0.0,0,123.0,0,0,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,205,2015,September,36,4,0,2,2,0,0,PRT,Direct,0,0,0,A,C,1,0.0,0.0,0,74.5,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,154,2015,September,36,3,0,3,2,0,0,ESP,Direct,0,0,0,A,A,0,0.0,268.0,0,88.2,0,0,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,208,2015,September,36,1,0,5,2,0,0,LUX,TA/TO,0,0,0,A,A,0,5.0,0.0,0,58.95,1,0,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,205,2015,September,36,4,0,2,1,0,0,PRT,Direct,0,0,0,A,A,2,0.0,0.0,0,66.0,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,4,2015,September,36,4,0,2,1,0,0,ITA,Direct,0,0,0,A,E,0,0.0,0.0,0,66.0,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,25,2015,September,36,4,0,2,2,0,0,PRT,TA/TO,0,0,0,D,D,0,240.0,0.0,0,146.0,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,2015,September,36,5,0,1,2,1,0,PRT,TA/TO,0,0,0,D,E,0,0.0,0.0,0,184.0,1,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,70,2015,August,36,31,1,5,2,0,0,PRT,TA/TO,0,0,0,E,E,0,240.0,0.0,0,124.0,0,0,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,29,2015,September,36,5,0,1,2,0,0,PRT,TA/TO,0,0,0,D,H,0,240.0,0.0,0,146.0,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,199,2015,September,36,3,0,3,1,0,0,DEU,TA/TO,0,0,0,D,D,0,240.0,0.0,0,99.0,2,2,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,59,2015,August,36,30,2,5,2,0,0,PRT,TA/TO,0,0,0,D,D,0,240.0,0.0,0,138.86,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,44,2015,August,35,29,2,6,3,1,0,PRT,Direct,0,0,0,G,G,0,0.0,0.0,0,219.25,0,0,Check-Out,2015-09-06,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,199,2015,September,36,3,0,3,1,0,0,NLD,TA/TO,0,0,0,D,D,0,240.0,0.0,0,99.0,0,2,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,199,2015,September,36,3,0,3,2,0,0,DEU,TA/TO,0,0,0,D,D,0,240.0,0.0,0,141.0,0,2,Check-Out,2015-09-06,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,105,2015,September,36,1,0,5,3,0,0,PRT,Direct,0,0,0,E,E,0,0.0,0.0,0,137.0,0,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,67,2015,September,36,5,0,1,2,0,0,PRT,TA/TO,0,0,0,D,D,0,240.0,0.0,0,113.0,1,1,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,2015,September,36,5,0,1,2,0,0,FRA,Direct,0,0,0,A,G,0,0.0,0.0,0,172.0,1,0,Check-Out,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,222,2015,September,37,6,4,6,2,0,0,PRT,TA/TO,0,0,0,A,A,0,240.0,0.0,0,110.7,0,1,No-Show,2015-09-06,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,186,2015,September,36,4,1,2,1,0,0,GBR,TA/TO,0,0,0,A,C,0,5.0,0.0,0,52.2,0,1,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,186,2015,September,36,4,1,2,1,0,0,GBR,TA/TO,0,0,0,A,C,0,2.0,0.0,0,49.3,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,189,2015,August,36,31,2,5,2,0,0,GBR,TA/TO,0,0,0,E,E,0,40.0,0.0,0,104.98,0,0,Check-Out,2015-09-07,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,288,2015,September,36,2,1,4,2,0,0,CZE,TA/TO,0,0,0,D,D,2,240.0,0.0,0,141.0,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,288,2015,September,36,2,1,4,2,0,0,PRT,TA/TO,0,0,0,A,A,2,240.0,0.0,0,110.7,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,288,2015,September,36,2,1,4,2,0,0,CZE,TA/TO,0,0,0,A,A,2,240.0,0.0,0,110.7,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,290,2015,September,36,4,1,2,1,0,0,FRA,TA/TO,0,0,0,A,A,0,240.0,0.0,0,110.7,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,174,2015,September,36,2,1,4,2,0,2,PRT,Direct,0,0,0,C,C,1,0.0,0.0,0,120.0,1,2,Check-Out,2015-09-07,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,136,2015,August,35,29,3,6,2,0,0,PRT,Direct,0,0,0,G,G,1,0.0,0.0,0,171.06,0,2,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,289,2015,September,36,3,1,3,2,0,0,PRT,TA/TO,0,0,0,A,A,3,240.0,0.0,0,110.7,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,182,2015,September,36,3,1,3,1,0,0,IRL,TA/TO,0,0,0,D,D,0,134.0,0.0,0,71.55,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,288,2015,September,36,2,1,4,2,0,0,BEL,TA/TO,0,0,0,A,A,2,240.0,0.0,0,110.7,0,0,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,2015,September,37,6,1,0,2,0,0,DEU,TA/TO,0,0,0,A,C,1,0.0,0.0,0,0.0,0,2,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,186,2015,September,36,4,1,2,1,0,0,GBR,TA/TO,0,0,0,A,E,0,5.0,0.0,0,52.2,0,1,Check-Out,2015-09-07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,2015,September,37,6,1,0,2,0,0,ESP,Direct,0,0,0,A,C,0,0.0,0.0,0,131.0,1,0,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,15,2015,September,36,5,1,1,3,0,0,PRT,TA/TO,0,0,0,D,F,2,240.0,0.0,0,159.5,1,1,Check-Out,2015-09-07,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,9,2016,May,21,15,1,0,3,0,0,PRT,TA/TO,1,0,1,C,C,1,0.0,0.0,0,99.0,0,1,Check-Out,2016-05-16,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
